Follow_ID,Dolphin_ID,Demo,Degree,AM_deg,AF_deg,JX_deg,Follow_length,Date,Number_Syncs,Group_Size,Year
24546,4,AFNNN,2,0,1,1,121,10/9/15,2,13,2015
24549,18,AFNNN,1,0,0,1,29,10/12/15,1,6,2015
24553,18,AFNNN,0,0,0,0,75,10/17/15,0,4,2015
24559,5,AFNNN,0,0,0,0,77,10/26/15,0,4,2015
25004,111,AFNNN,0,0,0,0,61,5/18/15,0,3,2015
25131,112,AFNNN,3,0,2,1,83,6/10/15,1,8,2015
25134,18,AFNNN,0,0,0,0,120,7/30/15,0,12,2015
24468,68,JX,0,0,0,0,60,6/30/15,0,3,2015
24473,59,JX,0,0,0,0,59,7/2/15,0,3,2015
24477,53,JX,0,0,0,0,58,7/18/15,0,7,2015
24490,113,JX,0,0,0,0,91,8/1/15,0,2,2015
24493,27,JX,1,0,0,1,213,8/6/15,1,8,2015
24521,27,JX,3,0,3,0,200,9/11/15,17,7,2015
24551,27,JX,5,0,4,1,134,10/14/15,8,14,2015
25008,58,JX,1,1,0,0,61,6/2/15,1,2,2015
25011,59,JX,0,0,0,0,23,7/21/15,0,3,2015
25012,114,JX,1,0,0,1,66,8/26/15,7,2,2015
25019,70,JX,3,3,0,0,74,7/30/15,14,7,2015
25020,27,JX,1,0,1,0,70,7/3/15,1,12,2015
25135,115,JX,3,0,2,1,209,9/9/15,5,14,2015
24578,4,AF,3,2,1,0,151,6/18/16,30,3,2016
24579,21,AF,3,2,1,0,133,6/20/16,6,7,2016
24581,16,AF,0,0,0,0,181,6/27/16,0,2,2016
24584,21,AF,0,0,0,0,250,7/2/16,0,5,2016
24586,21,AF,3,1,1,1,221,7/10/16,9,11,2016
24587,22,AF,0,0,0,0,28,7/11/16,0,8,2016
24589,107,AF,0,0,0,0,71,7/14/16,0,6,2016
24591,2,AF,0,0,0,0,34,7/20/16,0,4,2016
24592,106,AF,2,0,0,2,71,7/21/16,8,5,2016
24594,107,AF,0,0,0,0,179,7/22/16,0,3,2016
24596,42,AF,2,2,0,0,97,8/14/16,4,13,2016
24597,42,AF,3,3,0,0,179,8/25/16,4,11,2016
24598,116,AF,0,0,0,0,71,8/25/16,0,2,2016
24599,116,AF,0,0,0,0,120,8/26/16,0,2,2016
24601,42,AF,3,3,0,0,180,8/29/16,21,8,2016
24603,31,AF,2,0,1,1,105,8/29/16,2,8,2016
24604,79,AF,0,0,0,0,160,8/30/16,0,6,2016
24606,16,AF,0,0,0,0,30,9/8/16,0,2,2016
24607,116,AF,1,0,1,0,218,9/8/16,6,12,2016
24608,107,AF,1,0,1,0,180,9/15/16,1,3,2016
24609,117,AF,1,1,0,0,60,9/15/16,1,2,2016
24610,118,AF,0,0,0,0,180,9/18/16,0,5,2016
24612,42,AF,4,3,0,1,139,9/21/16,34,8,2016
24619,106,AF,0,0,0,0,101,10/7/16,0,3,2016
24620,22,AF,0,0,0,0,179,10/12/16,0,2,2016
24621,31,AF,0,0,0,0,59,10/13/16,0,2,2016
24622,22,AF,2,1,0,1,250,10/22/16,1,10,2016
24623,16,AF,3,0,2,1,143,10/29/16,3,5,2016
25139,106,AF,1,0,0,1,241,7/15/16,5,4,2016
24565,95,AFNNN,1,0,1,0,121,4/24/16,1,4,2016
24567,95,AFNNN,1,0,1,0,178,5/4/16,1,20,2016
24568,95,AFNNN,0,0,0,0,181,5/14/16,0,8,2016
24573,95,AFNNN,0,0,0,0,158,6/1/16,0,6,2016
24577,95,AFNNN,0,0,0,0,120,6/12/16,0,5,2016
24580,95,AFNNN,0,0,0,0,81,6/26/16,0,6,2016
24582,95,AFNNN,0,0,0,0,61,6/28/16,0,5,2016
24588,95,AFNNN,2,0,1,1,96,7/11/16,1,8,2016
24593,18,AFNNN,0,0,0,0,54,7/21/16,0,4,2016
24595,6,AFNNN,0,0,0,0,92,7/22/16,0,2,2016
24602,6,AFNNN,0,0,0,0,19,8/29/16,0,2,2016
24605,119,AFNNN,0,0,0,0,180,9/4/16,0,3,2016
24614,25,AFNNN,0,0,0,0,109,9/25/16,0,6,2016
25023,6,AFNNN,1,0,1,0,143,7/7/16,1,10,2016
25136,18,AFNNN,1,0,0,1,180,6/12/16,1,7,2016
25137,120,AFNNN,1,0,1,0,88,6/13/16,1,4,2016
24940,68,AF,1,0,1,0,63,5/30/17,1,3,2017
24946,27,AF,2,0,2,0,100,6/2/17,8,14,2017
24948,31,AF,0,0,0,0,64,6/6/17,0,2,2017
24949,6,AF,0,0,0,0,51,6/6/17,0,3,2017
24961,22,AF,1,1,0,0,61,6/24/17,1,2,2017
24979,66,AF,1,0,1,0,61,7/22/17,2,5,2017
24980,1,AF,3,0,1,2,84,7/27/17,8,7,2017
24983,121,AF,4,0,1,3,181,6/30/17,33,7,2017
24992,27,AF,2,0,2,0,216,7/21/17,8,11,2017
24995,53,AF,0,0,0,0,125,7/24/17,0,12,2017
24996,1,AF,0,0,0,0,14,8/3/17,0,4,2017
25024,16,AF,0,0,0,0,83,9/28/17,0,2,2017
25025,107,AF,0,0,0,0,99,10/1/17,0,4,2017
25028,4,AF,3,3,0,0,152,10/7/17,3,12,2017
25029,22,AF,0,0,0,0,179,10/9/17,0,2,2017
25031,107,AF,1,0,0,1,23,10/10/17,3,2,2017
25034,116,AF,1,0,1,0,91,10/14/17,1,5,2017
25035,116,AF,0,0,0,0,110,10/15/17,0,2,2017
25037,116,AF,3,0,2,1,164,10/20/17,1,4,2017
25044,22,AF,0,0,0,0,87,11/8/17,0,2,2017
25051,107,AF,0,0,0,0,58,11/19/17,0,4,2017
25056,22,AF,1,0,1,0,112,12/4/17,1,2,2017
25058,22,AF,0,0,0,0,88,12/8/17,0,3,2017
25065,42,AF,0,0,0,0,180,10/14/17,0,6,2017
25066,108,AF,0,0,0,0,48,11/6/17,0,4,2017
25069,42,AF,0,0,0,0,91,11/23/17,0,6,2017
25071,104,AF,3,3,0,0,92,12/2/17,11,9,2017
25078,22,AF,0,0,0,0,139,10/2/17,0,2,2017
24941,122,AM,0,0,0,0,46,2017-05-31 00:05:1496203200,0,3,2017
26515,46,AM,1,1,0,0,64,2017-07-01 00:07:1498881600,2,3,2017
25067,42,AFNN,0,0,0,0,60,11/7/17,0,11,2017
25068,42,AFNN,3,0,3,0,60,11/10/17,1,12,2017
25070,123,AFNN,0,0,0,0,120,11/27/17,0,10,2017
24947,7,AFNNN,0,0,0,0,141,6/6/17,0,5,2017
24955,18,AFNNN,1,0,0,1,61,6/15/17,3,7,2017
24956,33,AFNNN,1,0,1,0,76,6/18/17,3,4,2017
24960,95,AFNNN,0,0,0,0,31,6/23/17,0,9,2017
24962,18,AFNNN,3,2,1,0,18,7/1/17,4,8,2017
24963,95,AFNNN,0,0,0,0,28,7/1/17,0,6,2017
24967,95,AFNNN,2,0,1,1,150,7/4/17,4,11,2017
24975,124,AFNNN,2,0,1,1,51,7/20/17,2,6,2017
24984,11,AFNNN,12,0,6,6,244,7/7/17,27,15,2017
24986,125,AFNNN,4,0,2,2,181,6/30/17,11,12,2017
24994,7,AFNNN,1,0,0,1,61,7/22/17,1,12,2017
24997,20,AFNNN,1,0,0,1,81,7/16/17,2,3,2017
24998,11,AFNNN,3,0,2,1,181,7/24/17,9,10,2017
25032,119,AFNNN,0,0,0,0,44,10/13/17,0,3,2017
25036,18,AFNNN,0,0,0,0,60,10/17/17,0,3,2017
25038,18,AFNNN,0,0,0,0,60,10/21/17,0,10,2017
25040,18,AFNNN,2,1,1,0,157,10/31/17,6,9,2017
25041,18,AFNNN,0,0,0,0,149,11/2/17,0,4,2017
25045,18,AFNNN,0,0,0,0,144,11/9/17,0,3,2017
25048,126,AFNNN,3,2,0,1,46,11/10/17,1,5,2017
25050,18,AFNNN,0,0,0,0,30,11/15/17,0,8,2017
25053,126,AFNNN,3,3,0,0,59,11/23/17,1,9,2017
25057,127,AFNNN,0,0,0,0,78,12/4/17,0,5,2017
24950,114,JX,1,0,1,0,41,6/14/17,3,7,2017
24952,114,JX,1,0,1,0,138,6/14/17,5,2,2017
24954,128,JX,1,0,0,1,198,6/14/17,1,3,2017
24957,58,JX,0,0,0,0,190,6/19/17,0,3,2017
24968,129,JX,0,0,0,0,61,7/12/17,0,2,2017
24970,130,JX,0,0,0,0,165,7/12/17,0,3,2017
24973,61,JX,1,0,0,1,63,7/19/17,4,4,2017
24982,114,JX,1,0,0,1,116,7/31/17,1,2,2017
24989,131,JX,1,0,1,0,61,7/18/17,1,3,2017
24993,132,JX,1,0,1,0,54,7/22/17,3,11,2017
